Date,Bitcoin_Close,Bitcoin_Volume,Litecoin_Close,Litecoin_Volume,Dogecoin_Close,Dogecoin_Volume,SP500_Close,SP500_Volume,Gold_Close,Gold_Volume,Ether_Close,Ethereum_Volume,MSCI_Close,MSCI_Volume,Japan_Gold(trend),Japan_S&P500(trend),DE_Ethereum(trend),DE_S&P500(trend),IN_Bitcoin(trend),IN_Ethereum(trend),IN_S&P500(trend),US_Ethereum(trend),US_S&P500(trend),United States_CPI,Germany_CPI,China_CPI,Japan_CPI,Japan_Election,US_Election,Germany_Election,India_Election,China_Election,Ukraine_Russia_War,Israil_Palestin_War,BTC-Returns
2015-12-04,363.1830139160156,35784100,3.3618099689483643,1333170,0.0014149999478831887,6259550.0,2091.68994140625,4214910000.0,1084.5,889.0,320.8840026855469,893249984.0,71.87000274658203,808200.0,69.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.005901531467588761
2015-12-05,388.9490051269531,66282200,3.5237200260162354,2664550,0.0014149999478831887,6259550.0,2084.3800048828125,4129365000.0,1080.4500122070312,772.5,320.8840026855469,893249984.0,71.27000045776367,770600.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.06854136502537322
2015-12-06,388.7829895019531,77762000,3.473099946975708,4063170,0.0014149999478831887,6259550.0,2080.7250366210938,4086592500.0,1078.4250183105469,714.25,320.8840026855469,893249984.0,70.96999931335449,751800.0,79.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.00042692245829734077
2015-12-07,395.5360107421875,63455800,3.6451399326324463,4210900,0.0014149999478831887,6259550.0,2077.070068359375,4043820000.0,1076.4000244140625,656.0,320.8840026855469,893249984.0,70.66999816894531,733000.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.0172205138958752
2015-12-08,415.56298828125,57801400,3.686919927597046,2744880,0.0014149999478831887,6259550.0,2063.590087890625,4173570000.0,1076.300048828125,306.0,320.8840026855469,893249984.0,70.4800033569336,626000.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.04939236490664456
2015-12-09,417.56298828125,90917200,3.669029951095581,4506800,0.0014149999478831887,6259550.0,2047.6199951171875,4385250000.0,1077.5999755859375,386.0,320.8840026855469,893249984.0,69.41999816894531,765900.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.004801203895183015
2015-12-10,415.47900390625,52138900,3.663939952850342,2538190,0.0014149999478831887,6259550.0,2052.22998046875,3715150000.0,1073.0999755859375,226.0,320.8840026855469,893249984.0,69.94999694824219,426300.0,78.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.005003322142095534
2015-12-11,451.93798828125,110944000,3.8364500999450684,5086460,0.0014149999478831887,6259550.0,2012.3699951171875,4301060000.0,1076.9000244140625,410.0,320.8840026855469,893249984.0,68.80000305175781,599200.0,64.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.0841128954484418
2015-12-12,434.99700927734375,131969000,3.606329917907715,6201500,0.0014149999478831887,6259550.0,2017.1549682617188,4456750000.0,1070.7999877929688,459.5,320.8840026855469,893249984.0,69.21000289916992,828150.0,73.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.03820582051168042
2015-12-13,433.7550048828125,55050600,3.626739978790283,3218570,0.0014149999478831887,6259550.0,2019.5474548339844,4534595000.0,1067.7499694824219,484.25,320.8840026855469,893249984.0,69.41500282287598,942625.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.0028592860113265672
2015-12-14,444.1820068359375,130496000,3.614569902420044,3011480,0.0014149999478831887,6259550.0,2021.93994140625,4612440000.0,1064.699951171875,509.0,320.8840026855469,893249984.0,69.62000274658203,1057100.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.023754533912740072
2015-12-15,465.3210144042969,83121104,3.8337700366973877,5124770,0.0014149999478831887,6259550.0,2043.4100341796875,4353540000.0,1062.9000244140625,220.0,320.8840026855469,893249984.0,70.33000183105469,1000600.0,73.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.046493117218615154
2015-12-16,454.9339904785156,107944000,3.6989200115203857,3628690,0.0014149999478831887,6259550.0,2073.070068359375,4635450000.0,1078.0,81.0,320.8840026855469,893249984.0,71.4800033569336,677000.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.022575188405546953
2015-12-17,456.0780029296875,47978400,3.740000009536743,2244680,0.0014149999478831887,6259550.0,2041.8900146484375,4327390000.0,1050.800048828125,56.0,320.8840026855469,893249984.0,70.88999938964844,730600.0,82.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.0025115213867517028
2015-12-18,463.6159973144531,60220100,3.756959915161133,2642590,0.0014149999478831887,6259550.0,2005.550048828125,6683070000.0,1066.199951171875,253.0,320.8840026855469,893249984.0,71.5199966430664,2505200.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.01639276364644271
2015-12-19,462.3219909667969,47892700,3.7206199169158936,1480630,0.0014149999478831887,6259550.0,2013.3500366210938,5221675000.0,1074.0499877929688,139.5,320.8840026855469,893249984.0,71.74499893188477,1708100.0,92.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.0027950191188734763
2015-12-20,442.68499755859375,75409400,3.5361199378967285,2853130,0.0014149999478831887,6259550.0,2017.2500305175781,4490977500.0,1077.9750061035156,82.75,320.8840026855469,893249984.0,71.85750007629395,1309550.0,89.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.043403147811036824
2015-12-21,438.6390075683594,77639696,3.4586899280548096,2244460,0.0014149999478831887,6259550.0,2021.1500244140625,3760280000.0,1081.9000244140625,26.0,320.8840026855469,893249984.0,71.97000122070312,911000.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.009181682084783205
2015-12-22,436.5719909667969,50840400,3.419529914855957,1366080,0.0014149999478831887,6259550.0,2038.969970703125,3520860000.0,1074.800048828125,106.0,320.8840026855469,893249984.0,71.54000091552734,767800.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.004723479133980746
2015-12-23,442.4010009765625,47161400,3.5780699253082275,2274490,0.0014149999478831887,6259550.0,2064.2900390625,3484090000.0,1069.4000244140625,202.0,320.8840026855469,893249984.0,72.18000030517578,400800.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.013263423371260963
2015-12-24,454.9849853515625,57157200,3.6440000534057617,2530790,0.0014149999478831887,6259550.0,2060.989990234375,1411860000.0,1077.199951171875,24.0,320.8840026855469,893249984.0,72.3499984741211,243800.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.028047706368313108
2015-12-25,455.65301513671875,39078500,3.6247498989105225,1628860,0.0014149999478831887,6259550.0,2058.7449951171875,1952185000.0,1073.8499755859375,192.5,320.8840026855469,893249984.0,72.36499786376953,344050.0,81.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.0014671689620477935
2015-12-26,417.27398681640625,116166000,3.424420118331909,3880050,0.0014149999478831887,6259550.0,2057.6224975585938,2222347500.0,1072.1749877929688,276.75,320.8840026855469,893249984.0,72.37249755859375,394175.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.08798853937524864
2015-12-27,422.822998046875,53591200,3.4790499210357666,2048800,0.0014149999478831887,6259550.0,2057.061248779297,2357428750.0,1071.3374938964844,318.875,320.8840026855469,893249984.0,72.37624740600586,419237.5,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.013210598374461036
2015-12-28,422.27899169921875,49638600,3.4660298824310303,1647170,0.0014149999478831887,6259550.0,2056.5,2492510000.0,1070.5,361.0,320.8840026855469,893249984.0,72.37999725341797,444300.0,86.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.001287433775797986
2015-12-29,432.9830017089844,51596500,3.5002601146698,2161460,0.0014149999478831887,6259550.0,2078.360107421875,2542000000.0,1077.5,252.0,320.8840026855469,893249984.0,72.8499984741211,266800.0,71.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.025032256844191636
2015-12-30,426.6199951171875,46889400,3.4591400623321533,2202460,0.0014149999478831887,6259550.0,2063.360107421875,2367430000.0,1060.0999755859375,71.0,320.8840026855469,893249984.0,72.58999633789062,245200.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,-0.014804794390454568
2015-12-31,430.5669860839844,45996600,3.4801700115203857,2667620,0.0014149999478831887,6259550.0,2043.93994140625,2655330000.0,1060.300048828125,10.0,320.8840026855469,893249984.0,72.12999725341797,335700.0,66.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,237.761,99.71662,100.6,99.87274,0,0,0,0,0,0,0,0.009209236604592164
2016-01-01,434.3340148925781,36278900,3.5089800357818604,2791170,0.0014149999478831887,6259550.0,2028.2999877929688,3480105000.0,1067.7000122070312,76.5,320.8840026855469,893249984.0,71.36999893188477,544200.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,0.0087109452403622
2016-01-02,433.43798828125,30096600,3.50216007232666,3020260,0.0014149999478831887,6259550.0,2020.4800109863281,3892492500.0,1071.3999938964844,109.75,320.8840026855469,893249984.0,70.98999977111816,648450.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.0020651206226824925
2016-01-03,430.010986328125,39633800,3.483069896697998,2406150,0.0014149999478831887,6259550.0,2016.5700225830078,4098686250.0,1073.249984741211,126.375,320.8840026855469,893249984.0,70.80000019073486,700575.0,96.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.007937979079086332
2016-01-04,433.09100341796875,38477500,3.495389938354492,3309740,0.0014149999478831887,6259550.0,2012.6600341796875,4304880000.0,1075.0999755859375,143.0,320.8840026855469,893249984.0,70.61000061035156,752700.0,69.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,0.007137117514958824
2016-01-05,431.9599914550781,34522600,3.469670057296753,2104650,0.0014149999478831887,6259550.0,2016.7099609375,3706620000.0,1078.4000244140625,82.0,320.8840026855469,893249984.0,71.13999938964844,475700.0,89.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.002614903893656262
2016-01-06,429.1050109863281,34042500,3.4535601139068604,2208860,0.0014149999478831887,6259550.0,1990.260009765625,4336660000.0,1091.9000244140625,52.0,320.8840026855469,893249984.0,70.58999633789062,901200.0,72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.006631301754832286
2016-01-07,458.0480041503906,87562200,3.604140043258667,4560680,0.0014149999478831887,6259550.0,1943.0899658203125,5076590000.0,1107.699951171875,122.0,320.8840026855469,893249984.0,69.48999786376953,876500.0,74.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,0.06527232134918748
2016-01-08,453.2300109863281,56993000,3.568880081176758,3277990,0.0014149999478831887,6259550.0,1922.030029296875,4664940000.0,1097.800048828125,98.0,320.8840026855469,893249984.0,68.5,983200.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.010574244034119218
2016-01-09,447.6109924316406,32278000,3.560570001602173,2934720,0.0014149999478831887,6259550.0,1922.8500366210938,4636115000.0,1097.1500244140625,70.5,320.8840026855469,893249984.0,68.31499862670898,984750.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.012475212401744429
2016-01-10,447.9909973144531,35995900,3.536720037460327,2462000,0.0014149999478831887,6259550.0,1923.2600402832031,4621702500.0,1096.8250122070312,56.75,320.8840026855469,893249984.0,68.22249794006348,985525.0,74.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,0.0008486021915263819
2016-01-11,448.4280090332031,40450000,3.556619882583618,2931030,0.0014149999478831887,6259550.0,1923.6700439453125,4607290000.0,1096.5,43.0,320.8840026855469,893249984.0,68.12999725341797,986300.0,80.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,0.0009750167059738857
2016-01-12,435.69000244140625,115607000,3.493680000305176,4566050,0.0014149999478831887,6259550.0,1938.6800537109375,4887260000.0,1085.5999755859375,87.0,320.8840026855469,893249984.0,69.19999694824219,615100.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.028817166747445278
2016-01-13,432.3710021972656,173888000,3.476020097732544,6745630,0.0014149999478831887,6259550.0,1890.280029296875,5087030000.0,1087.5,50.0,320.8840026855469,893249984.0,67.76000213623047,719100.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.007646965823602692
2016-01-14,430.3059997558594,43945500,3.4659900665283203,2044890,0.0014149999478831887,6259550.0,1921.8399658203125,5241110000.0,1073.9000244140625,59.0,320.8840026855469,893249984.0,68.0,1651600.0,78.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.004787438127617172
2016-01-15,364.33099365234375,153351008,2.9967799186706543,5117640,0.0014149999478831887,6259550.0,1880.3299560546875,5468460000.0,1091.5,44.0,320.8840026855469,893249984.0,67.44999694824219,756400.0,86.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,-0.16643380526657747
2016-01-16,387.5360107421875,120352000,3.086940050125122,4170270,0.0014149999478831887,6259550.0,1880.8299560546875,5198405000.0,1090.7000122070312,30.5,320.8840026855469,893249984.0,67.0199966430664,785800.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,237.652,99.0165,101.1,99.46552,0,0,0,0,0,0,0,0.06174599774960399
